Sunshine,Humidity,Pressure,Cloud,Target,Predict
12.8,63.0,1009.3,2.0,0,0
,78.0,1027.8,,1,0
,73.5,1021.55,8.0,0,0
,56.0,1010.6,,0,0
,62.0,1026.1999999999998,,0,0
9.3,44.0,1003.9000000000001,5.0,0,0
9.5,47.5,1019.35,0.5,0,0
,38.0,1017.85,,1,0
,82.5,1026.5,,0,0
,71.0,,,0,0
,52.0,1024.75,1.0,0,0
,79.5,1024.6,,1,0
,33.0,1017.95,,0,0
,78.0,1031.55,4.5,0,0
,73.5,1005.35,6.5,0,1
,84.0,1017.9,7.0,1,1
,53.5,1014.1500000000001,0.0,0,0
,49.0,1012.85,,0,0
,64.5,1017.15,,0,0
,65.0,1014.25,,0,0
,53.5,,,0,0
,67.0,,6.5,0,0
2.9,63.0,1016.35,7.0,0,0
,74.0,1020.7,,0,0
,76.5,1034.4,,0,0
6.5,51.0,1022.6500000000001,6.5,0,0
0.0,46.5,1009.4000000000001,7.0,1,0
,39.0,1009.2,7.5,0,0
4.8,62.5,1022.3,6.0,0,0
9.4,35.5,1013.05,0.5,0,0
,,,,0,0
8.1,65.5,1023.2,6.0,0,0
,33.0,1022.05,0.5,0,0
,77.0,1020.3,,1,0
,78.5,1021.85,,0,0
12.1,29.5,1022.0999999999999,0.0,0,0
11.8,13.5,1014.95,3.0,0,0
,86.0,1024.6,,1,1
11.2,46.5,1017.8,1.0,0,0
,61.0,1015.45,,0,0
,56.0,1018.65,,0,0
10.4,34.5,1008.4000000000001,6.0,0,0
,78.5,1014.8,,0,0
,68.0,1018.45,,0,0
11.0,32.5,1016.7,0.0,0,0
,57.0,,7.0,0,0
,60.5,1012.75,,0,0
,,,,0,0
,78.5,1007.95,,0,0
,22.5,1009.85,4.5,0,0
,95.5,1020.2,,1,1
,47.5,1018.6500000000001,,1,0
,91.5,,8.0,0,1
,51.5,1010.3,,1,0
,67.5,,7.5,0,0
,58.0,1016.55,,0,0
8.1,35.5,1020.55,5.5,1,0
,60.0,,,1,0
,84.0,1014.3,,1,1
11.5,62.5,1009.45,1.0,0,0
,61.0,1015.75,,1,0
,81.5,1026.0,,0,0
12.3,16.5,1005.3499999999999,3.5,0,0
,77.5,1020.3,,0,0
,59.0,1014.95,3.0,0,0
,64.5,,5.0,0,0
,44.5,,7.0,0,0
,56.5,1019.85,,1,0
,57.0,,,0,0
,69.5,,6.5,0,0
,59.0,1006.2,,0,0
10.9,61.5,1015.7,2.5,0,0
,58.5,1016.0,5.5,0,0
,66.0,,6.0,0,0
7.3,78.0,1014.5,5.0,0,0
,60.0,1028.4499999999998,,0,0
,44.0,,1.0,0,0
,41.5,1018.0,1.0,0,0
,71.0,1022.7,,0,0
10.9,26.0,1008.75,3.5,0,0
,81.0,1019.1,7.5,0,1
9.9,55.0,1019.5999999999999,1.5,0,0
,35.5,1014.05,,0,0
,,,,0,0
,77.5,1010.7,8.0,1,1
1.3,87.5,1018.15,7.5,1,1
,51.0,1022.35,,0,0
,56.5,1020.95,,0,0
,58.0,,0.5,0,0
,69.0,1023.2,,0,0
12.9,33.5,1017.9,1.5,0,0
,41.0,1023.0,1.0,0,0
,83.5,,,1,0
,89.0,1016.5,,0,1
,47.5,1019.3499999999999,,0,0
,86.0,1012.5,7.5,1,1
,72.5,1008.0,8.0,1,1
,40.5,1018.55,,0,0
,9.0,1004.05,4.0,0,0
5.7,25.5,1015.5999999999999,5.0,0,0
,96.0,,6.5,1,1
,87.5,1010.6,,1,1
3.7,59.0,1026.8,6.5,0,0
,98.5,1012.4000000000001,,1,1
,54.5,1019.9,6.5,0,0
13.1,13.5,1013.2,0.0,0,0
,80.0,1017.7,,0,0
,87.0,1006.4000000000001,,1,1
,81.0,1027.85,6.0,1,0
,59.0,1030.2,,0,0
,80.0,1010.95,,1,0
,30.5,1005.8,,0,0
,69.5,1015.1500000000001,6.5,0,0
,54.0,1024.05,6.5,0,0
,76.5,1009.95,,0,0
,50.5,1014.55,,0,0
,50.0,1010.0,,1,0
,70.5,1010.7,,0,0
,60.5,1017.55,,0,0
,55.0,1006.1,,0,0
,55.5,1019.9000000000001,,0,0
,63.5,1015.8,,1,0
12.4,47.5,1014.1,3.5,0,0
,82.5,1027.25,,0,0
,67.5,,3.5,0,0
,83.0,,,0,0
2.2,95.0,1006.4,8.0,1,1
,30.5,1017.7,1.0,0,0
10.4,39.5,1020.3,1.0,0,0
,,,,1,0
13.2,43.5,1012.0999999999999,4.5,0,0
,,,,0,0
,73.5,1011.9000000000001,,1,0
,40.5,,2.0,0,0
13.2,33.5,1014.75,1.0,0,0
,60.5,1016.8499999999999,,0,0
,58.0,1004.15,,0,0
9.8,69.0,1018.2,1.0,0,0
10.3,47.5,1018.0,2.5,0,0
,58.0,1014.0999999999999,,0,0
,51.5,1006.25,,0,0
,52.0,1017.25,,0,0
,46.0,1003.05,2.0,0,0
,,,,0,0
12.8,65.5,1009.2,2.5,0,0
,62.5,,,0,0
11.2,49.0,1012.25,3.0,0,0
10.6,40.5,1011.9000000000001,3.5,0,0
6.6,67.5,1018.45,7.5,0,0
,50.5,1021.1500000000001,,0,0
,74.0,1018.2,,0,0
,77.0,1011.3499999999999,,0,0
,,,,0,0
,15.0,1021.0,0.0,0,0
7.7,58.5,1017.75,4.5,1,0
,41.5,1021.1500000000001,,0,0
,55.5,1015.7,,0,0
,52.5,,5.0,1,0
7.3,53.5,1025.0,4.0,0,0
5.2,68.0,1008.7,5.0,1,0
9.7,60.5,1020.2,2.5,0,0
0.5,99.0,998.05,8.0,1,1
,74.0,1021.3499999999999,,0,0
,65.0,1010.6,,0,0
10.0,50.5,1020.3499999999999,0.0,0,0
,68.5,1026.3,,0,0
,66.0,1023.15,,0,0
10.2,63.5,1020.4000000000001,4.0,0,0
,75.0,1010.9,,0,0
,59.5,1019.8499999999999,,0,0
,69.0,1019.05,,0,0
,65.0,1014.5,,0,0
,68.5,,4.0,1,0
,84.0,1017.6,7.5,0,1
12.4,33.0,1013.95,1.0,0,0
,48.0,1026.1,,0,0
,72.0,1017.75,,0,0
,80.5,999.75,4.5,1,0
,,,,0,0
,58.0,1022.9000000000001,,0,0
,71.0,1020.6500000000001,,0,0
,,,,0,0
,52.5,,,0,0
,71.0,1006.5,,1,0
9.2,53.5,1017.1500000000001,2.5,0,0
,97.5,1006.75,8.0,1,1
,79.5,,,1,0
9.7,63.5,1029.6999999999998,2.0,0,0
,32.5,1018.45,0.5,0,0
,74.0,1010.0,7.0,1,1
,79.0,1010.95,,0,0
,50.5,1007.7,7.0,1,0
,74.5,1019.55,,1,0
,79.0,1011.6500000000001,5.0,1,0
,38.0,,4.0,0,0
0.0,96.0,1010.8499999999999,8.0,1,1
,71.5,1020.9,,0,0
,74.5,1026.0,,0,0
10.3,42.0,1017.5,5.5,0,0
,52.5,1026.4499999999998,,0,0
,68.5,,6.0,0,0
13.0,,1010.3,0.5,0,0
,26.5,1018.0,0.0,0,0
,61.5,1014.95,,1,0
,71.0,,,1,0
,43.5,1013.55,,0,0
,69.5,1023.7,,1,0
,61.5,1008.15,,0,0
0.0,84.5,1014.0,8.0,1,1
6.0,47.0,1020.95,6.0,0,0
,27.5,1013.55,,0,0
12.4,47.0,1012.45,1.0,0,0
,84.0,1013.75,,1,1
,23.0,1004.85,,0,0
,,,,0,0
4.2,80.0,1025.4,7.0,0,1
,63.5,1019.15,,0,0
,21.0,1009.2,,0,0
8.6,66.0,1015.0,6.0,0,0
,47.5,1029.4,3.5,0,0
,33.0,1029.55,5.5,0,0
,66.5,1006.6,,1,0
,37.0,1026.0,,0,0
,73.5,1023.05,,0,0
,64.0,,8.0,0,0
7.2,60.0,1029.1999999999998,4.0,1,0
11.1,21.0,1014.3,1.0,0,0
,39.0,,1.5,1,0
,39.5,1014.5,,0,0
,53.0,1010.55,,0,0
,67.0,,2.5,1,0
,37.5,1019.6,,0,0
,,,,0,0
11.2,41.0,1013.2,4.5,0,0
12.6,41.0,1008.25,0.5,0,0
0.0,79.5,1027.55,8.0,1,1
5.1,43.5,1022.0,6.5,0,0
,80.0,1022.5,,0,0
,60.5,1011.15,3.0,0,0
,37.0,,1.5,0,0
,22.5,1009.25,,0,0
,59.0,1010.3,2.5,1,0
,58.5,1016.35,,0,0
,68.5,1016.0,1.0,0,0
11.0,23.0,1018.4000000000001,1.5,0,0
,58.5,,2.5,0,0
10.1,39.5,1010.2,2.0,0,0
,69.5,,2.5,0,0
,28.0,1016.7,6.5,0,0
,68.5,1027.65,,0,0
,,,,0,0
,62.0,1022.3,,0,0
9.9,32.0,1024.75,1.5,0,0
,45.5,1015.45,,0,0
9.1,45.0,1017.0,4.5,1,0
,40.0,1016.7,7.0,0,0
,29.0,1016.5999999999999,,0,0
,47.5,1023.9,,0,0
,83.5,1019.9000000000001,,1,0
,60.0,1029.35,,0,0
,63.5,,4.0,0,0
,53.0,1020.3,0.5,0,0
13.0,36.5,1011.25,2.5,0,0
,70.0,1009.05,7.0,1,1
,63.5,1018.6,4.5,0,0
,45.5,1013.9,,0,0
12.3,62.0,1017.4000000000001,3.0,0,0
,41.5,1009.3499999999999,,0,0
,39.5,1020.85,0.0,0,0
,,,,0,0
,49.0,1029.15,,0,0
10.1,57.5,1022.2,1.0,0,0
,86.0,1020.8,,0,1
,58.0,1020.3499999999999,,0,0
,35.0,1016.5,2.0,0,0
6.6,39.5,1011.25,5.5,0,0
,62.0,1010.9000000000001,,1,0
,40.0,1013.25,,0,0
4.7,80.0,1023.0,4.5,1,0
,49.0,1010.7,,0,0
,80.5,1014.5,,0,0
,40.5,1019.1500000000001,,1,0
,76.5,1018.9000000000001,6.5,0,0
,45.5,1012.45,7.0,1,0
,18.0,1023.65,0.5,0,0
,,,,0,0
,46.0,1021.15,4.5,1,0
,59.5,1021.6500000000001,,0,0
,,,,0,0
,46.0,1016.5,,0,0
,29.5,1006.5,,0,0
,57.5,1018.2,,0,0
,74.0,1019.7,,1,0
,83.0,1021.9000000000001,7.5,0,0
,95.5,1017.0,,1,1
,82.5,1016.1500000000001,,1,0
,66.0,1018.9,,0,0
3.3,84.0,1014.95,7.5,0,1
,,,,0,0
,80.0,1016.4,4.0,1,0
,46.0,1017.3,,0,0
,66.0,1025.1,,0,0
,,,,0,0
9.5,58.5,1020.8499999999999,4.5,1,0
8.8,71.0,1014.5,3.0,1,0
,47.5,1021.75,,0,0
,64.0,1023.1500000000001,,0,0
,47.5,,1.5,0,0
,58.5,1019.1500000000001,4.5,1,0
,78.0,1013.85,,0,0
,42.5,1028.3,,0,0
,96.0,,8.0,1,1
,40.0,1012.4000000000001,,0,0
,87.5,1010.8499999999999,,1,1
,68.5,1014.1500000000001,,0,0
,80.5,1016.95,8.0,1,1
9.9,66.0,1013.5,0.5,0,0
,85.0,1022.8,,1,0
,81.5,1005.55,,0,0
,57.0,1015.25,,0,0
,57.5,,3.0,0,0
5.3,77.5,1016.8499999999999,5.5,0,1
,75.5,1031.6,,0,0
,50.5,1031.0500000000002,0.5,0,0
,67.0,1011.3499999999999,,0,0
,82.0,1029.5,,0,0
10.1,35.0,1015.9000000000001,0.5,0,0
,49.5,1017.95,,0,0
,45.0,,3.0,1,0
,78.0,,3.0,0,0
,54.0,1020.2,,0,0
,49.5,1029.75,5.5,0,0
,82.5,1018.0999999999999,,0,0
,97.0,,8.0,1,1
,62.5,1021.35,,0,0
,64.5,1017.3,7.5,1,0
,25.0,1015.8,6.5,0,0
0.9,94.0,1006.45,7.0,0,1
,82.0,1017.05,8.0,1,1
,68.5,1004.6,,0,0
10.1,60.0,1027.25,3.0,0,0
,40.0,1012.5,4.0,0,0
,75.0,1020.6,,0,0
,63.0,1018.9,,0,0
12.0,49.0,1018.0999999999999,2.5,0,0
,36.5,1020.55,1.0,0,0
0.4,81.5,1005.6500000000001,7.5,0,1
,25.5,1018.2,7.0,0,0
,66.0,,8.0,1,0
,90.5,1017.6,,1,1
,49.5,1016.2,,0,0
,54.5,1025.9,,0,0
,,,,0,0
,,1010.85,,0,0
,38.0,1018.7,1.0,0,0
,53.5,1015.25,,0,0
,,,,0,0
9.8,41.5,1023.0,2.5,0,0
,56.0,,3.5,0,0
6.0,72.5,1024.15,6.5,0,0
3.5,87.5,1012.95,5.5,0,1
,60.5,1021.1,,0,0
,79.5,1016.05,,1,0
,67.5,1018.7,,0,0
,69.5,1021.35,,0,0
,,,,0,0
9.3,35.0,1023.25,2.5,0,0
,52.5,1018.45,,0,0
,28.0,1002.95,,0,0
,,,,0,0
11.8,59.5,1024.35,2.5,0,0
9.1,60.5,1027.3,5.5,0,0
13.0,66.5,1015.45,2.5,0,0
0.4,33.5,1016.45,8.0,0,0
,52.0,1012.45,,0,0
,74.5,1015.65,,0,0
,49.5,1013.25,3.5,0,0
,79.5,1018.8,7.5,1,1
,37.0,1024.65,,0,0
,67.0,1022.2,4.0,0,0
,71.5,1006.55,,0,0
10.7,37.0,1017.75,0.5,0,0
,90.0,1009.7,8.0,1,1
,80.5,1028.3000000000002,7.5,0,1
,85.0,1016.65,8.0,0,1
,50.5,1027.3000000000002,,0,0
12.8,29.0,1014.05,0.5,0,0
10.4,42.5,1019.0,2.0,0,0
,,1003.0,2.0,0,0
,45.0,1013.0,,0,0
,89.5,1013.1,,0,1
,70.0,1013.0,,0,0
,41.5,1017.95,7.5,0,0
,25.0,1023.35,4.0,0,0
,62.0,1019.2,,0,0
,88.5,1012.1,,0,1
,,,,0,0
10.1,37.0,1019.55,4.5,0,0
,62.0,1006.55,,0,0
,54.5,1028.75,,0,0
,60.0,,7.5,0,0
,87.0,1014.1,7.5,1,1
,45.0,1013.4000000000001,,0,0
,53.5,1017.65,,0,0
0.0,80.0,1013.6,7.5,1,1
,60.0,1011.3499999999999,,0,0
,84.5,,8.0,1,1
,67.5,,7.5,0,0
,76.5,,5.5,0,0
9.6,58.0,1020.5,1.0,0,0
,58.0,1035.5500000000002,,0,0
10.7,33.5,1025.35,1.5,0,0
,95.0,1008.9000000000001,,1,1
7.0,49.0,1014.2,6.0,0,0
,46.0,1006.8499999999999,,0,0
,62.5,,3.0,0,0
12.8,59.0,1010.5,4.0,0,0
,33.5,1012.6,7.0,1,0
,55.5,1005.8,7.5,0,0
,53.0,1018.2,1.0,0,0
,51.0,1016.9000000000001,,0,0
0.2,90.5,1008.55,8.0,0,1
,69.0,,3.5,0,0
,65.5,1021.8,,0,0
,52.0,1015.4,,0,0
3.8,52.0,1018.35,7.0,0,0
,62.0,1010.65,1.0,0,0
,64.0,,3.0,0,0
10.1,73.0,1016.6500000000001,2.5,0,0
10.5,35.0,1016.05,0.5,0,0
7.1,65.0,1023.05,4.0,0,0
10.3,36.5,1011.4,3.5,0,0
8.4,82.0,1013.6,4.0,0,0
10.8,38.5,1016.45,1.0,0,0
,55.0,1008.8,7.0,1,0
,69.5,1011.85,,0,0
,73.5,1020.2,5.5,0,0
,68.0,1019.0,,0,0
,94.5,1014.05,,1,1
,83.5,1017.5999999999999,8.0,1,1
,87.0,1015.7,7.5,0,1
5.3,70.5,1022.0999999999999,5.5,0,0
,74.0,1009.05,,0,0
,41.5,1001.2,,1,0
,16.0,1006.2,1.0,0,0
,44.5,1015.7,1.0,0,0
,79.0,1016.75,7.0,0,1
0.4,90.0,1016.15,8.0,1,1
,83.5,1019.3,8.0,0,1
,84.5,1020.9000000000001,7.5,1,1
,73.0,1011.2,,0,0
,47.5,1015.7,,0,0
,38.5,1020.2,,0,0
,88.0,1033.2,,1,0
,72.5,1023.0999999999999,,0,0
,69.5,1012.5999999999999,,0,0
,90.0,1011.9000000000001,,1,1
,55.5,1018.0999999999999,,0,0
,,,,0,0
,79.5,1019.6500000000001,,0,0
,84.5,1017.45,,0,1
,37.0,1008.05,4.0,0,0
,74.5,1023.2,,0,0
,26.5,1019.95,,0,0
,95.5,1013.95,8.0,1,1
,61.5,1017.9000000000001,,0,0
7.8,58.0,1009.25,5.5,0,0
,,,,0,0
,75.0,1008.45,,1,0
,62.5,1020.95,6.5,1,0
9.1,64.5,1018.65,4.5,1,0
,49.0,1013.6,,0,0
10.9,56.0,1013.35,6.5,0,0
,64.5,1015.55,4.5,1,0
,51.0,,0.5,0,0
,77.0,1026.75,,0,0
,28.0,1019.4000000000001,3.5,0,0
,81.0,1030.1999999999998,,0,0
,43.5,1007.15,,1,0
,26.0,1025.85,0.0,0,0
,81.5,,3.5,0,0
10.7,47.5,1015.25,3.5,0,0
,63.0,1011.3,4.0,0,0
,,,,0,0
,58.5,1006.3,,0,0
,77.0,,2.5,0,0
,73.5,1009.15,,0,0
,74.5,1026.95,,0,0
,68.0,1020.3499999999999,,0,0
,28.0,1019.35,,0,0
0.7,57.5,1011.8,7.0,0,0
,69.0,1022.5,,0,0
,62.0,,,1,0
9.9,45.0,1025.85,3.5,0,0
,90.0,1021.45,8.0,1,1
,60.5,,1.0,0,0
,62.5,1023.9,,0,0
,73.5,1020.7,,0,0
,55.5,1028.0500000000002,,0,0
,65.0,,4.5,1,0
,69.5,1016.75,,0,0
,,,,0,0
,39.0,1018.7,1.5,0,0
,65.5,1011.25,5.5,0,0
,88.5,1009.95,,0,1
10.4,42.5,1025.0,0.5,0,0
,40.0,1020.9,,0,0
7.0,51.0,1019.3,5.0,0,0
,100.0,1019.5,,1,1
,91.0,,8.0,1,1
,42.5,1022.3499999999999,,0,0
,47.0,1025.85,,0,0
,36.5,1011.25,,1,0
,45.0,1021.2,3.0,0,0
,46.0,1019.7,,0,0
,42.0,999.8499999999999,,1,0
,67.5,1015.2,,0,0
,,,,0,0
,79.5,1017.9,,1,0
,17.0,1009.05,2.5,0,0
,58.5,1012.9000000000001,,0,0
,35.5,1022.0999999999999,,0,0
,,,,0,0
,76.5,1020.35,,0,0
,40.5,1024.0,,0,0
,91.5,1017.25,,0,1
,70.0,1012.55,,0,0
,36.0,,1.0,0,0
,,,,0,0
10.5,40.0,1021.1500000000001,1.0,0,0
,38.0,1013.3,,0,0
,,,,0,0
,35.0,1016.05,,0,0
,80.5,1008.8499999999999,,1,0
,29.5,1018.3,,0,0
9.7,68.5,1016.8,2.0,0,0
0.1,82.5,1007.1,7.5,0,1
,62.5,,6.0,0,0
,30.0,1017.5,,0,0
,66.0,1009.05,5.5,0,0
,76.5,1011.15,,0,0
,53.0,1003.65,,0,0
,35.5,1017.9,1.5,0,0
,30.0,1005.85,,0,0
,89.5,1020.85,,1,1
8.1,57.5,1023.75,2.5,0,0
6.7,77.5,1023.4000000000001,6.0,1,0
,49.5,,4.0,0,0
,70.5,,7.0,0,0
,44.5,1014.0,4.0,0,0
,,,,0,0
,88.0,1035.1999999999998,,1,0
,65.0,1011.6500000000001,,0,0
,72.5,1025.95,,0,0
11.7,30.0,1011.65,0.0,0,0
,40.5,1016.1500000000001,2.5,0,0
7.0,79.5,1007.55,7.5,0,1
,36.0,1025.65,1.0,0,0
12.7,41.0,1017.0,3.5,0,0
,48.5,1016.3499999999999,,0,0
,60.0,1018.7,,1,0
,63.0,1024.95,,0,0
,74.0,1010.3,,1,0
,43.5,1017.0999999999999,,0,0
,49.0,1015.9000000000001,4.0,1,0
,41.5,1012.85,6.5,0,0
,63.5,1017.8,,0,0
,36.5,,0.0,0,0
,69.0,1031.7,,0,0
,74.0,1020.75,5.5,1,0
,46.0,1021.5,2.5,1,0
,,,,0,0
,14.0,1022.4499999999999,1.0,0,0
,68.0,1017.65,,1,0
,91.0,1020.7,7.5,0,1
,95.0,1018.85,8.0,1,1
6.5,73.0,1017.05,6.0,0,0
,67.0,1025.35,,0,0
9.7,54.0,1020.75,2.5,0,0
,56.5,1018.5,,0,0
,52.5,1025.35,,0,0
7.2,57.5,1022.75,3.5,1,0
,61.5,,8.0,1,0
,77.5,1025.0,,0,0
,,,,0,0
,82.0,1025.6,,0,0
6.1,63.5,1021.0,5.5,0,0
,70.0,1017.0999999999999,1.5,0,0
,85.0,1014.65,,0,1
1.8,58.0,1012.95,6.0,0,0
,44.0,1015.4000000000001,,0,0
,69.5,1029.5500000000002,,0,0
,61.5,,0.0,0,0
,36.0,1011.45,,0,0
,57.5,1012.3,,0,0
,31.0,1007.95,,0,0
,72.0,,5.0,0,0
,58.5,1030.1999999999998,,0,0
,67.5,1021.05,,0,0
,64.5,1005.95,7.5,0,0
,48.5,1021.2,,0,0
,90.0,1015.0,,1,1
,68.5,1015.1500000000001,,0,0
,69.5,,,0,0
,30.5,1008.95,,0,0
,79.0,1016.6500000000001,,0,0
,56.5,1024.05,,0,0
,66.0,1028.8,5.5,0,0
,29.5,1013.5999999999999,0.5,0,0
,61.5,1016.0999999999999,,0,0
9.0,82.5,1013.65,3.5,0,0
,43.5,,5.5,0,0
,,,,0,0
,65.0,1017.95,4.5,0,0
,54.5,1017.95,,0,0
7.2,88.5,1011.3499999999999,7.0,0,1
,53.0,1004.7,,0,0
,41.5,1005.95,1.0,0,0
,,,,1,0
,,,,0,0
,67.0,1005.45,,1,0
,21.5,1008.1,1.0,0,0
,74.5,1014.6500000000001,,0,0
,42.0,1015.8,,0,0
,75.0,1027.5500000000002,,0,0
,71.5,1028.0500000000002,,0,0
,67.5,,6.0,1,0
,88.0,1020.3,,0,1
10.4,29.5,1019.4000000000001,0.5,0,0
,79.5,1025.9,,0,0
12.6,60.5,1011.65,1.0,0,0
,70.0,1017.8,4.5,0,0
,45.0,1016.8,2.5,0,0
,66.0,1020.8499999999999,,1,0
,83.5,1019.55,,1,0
,55.5,1026.2,,0,0
,72.5,,7.0,1,0
,76.5,1027.85,,0,0
,64.5,1023.6,,0,0
,70.5,,6.0,0,0
10.9,63.0,1008.75,6.0,0,0
9.0,52.5,1021.7,3.0,0,0
,73.0,1012.1,,0,0
9.3,60.5,1019.4,7.5,0,0
,69.0,,8.0,0,0
,90.5,,8.0,1,1
10.9,62.0,1003.55,3.0,0,0
,35.0,1016.5,2.0,0,0
,51.5,1015.05,,0,0
14.0,43.0,1015.55,0.0,0,0
11.3,43.0,1016.3499999999999,2.5,0,0
,62.5,1018.2,0.5,0,0
,75.5,1004.9000000000001,7.5,1,1
,53.0,1010.8,,0,0
,73.5,1022.8,,1,0
9.1,58.5,1024.8,3.0,0,0
1.2,88.0,1012.5999999999999,6.0,1,1
,52.5,1017.3499999999999,,0,0
,28.5,1019.55,0.5,0,0
4.9,74.0,1016.6500000000001,7.0,0,1
10.4,40.0,1019.95,0.5,0,0
,74.0,1019.3,,0,0
,50.5,1024.25,1.5,0,0
,92.0,1021.0,,1,1
12.8,47.5,1015.55,1.0,0,0
,89.5,,7.0,1,1
1.3,78.5,1014.25,7.0,0,1
,66.0,1019.5,6.0,1,0
,,1025.5,,1,0
11.1,34.5,1022.25,3.5,0,0
,87.0,1023.3,,0,1
7.8,64.5,1024.6,4.0,1,0
,39.5,1010.5,1.0,1,0
,,1013.3,,0,0
,97.5,1016.3,8.0,1,1
,54.5,1032.05,,0,0
,58.5,1030.9499999999998,5.5,0,0
,89.0,1018.95,,1,1
5.5,65.0,1024.85,5.5,1,0
,37.5,,5.0,0,0
,72.5,,6.0,1,0
,67.5,1008.1500000000001,8.0,0,1
,59.0,1023.7,,0,0
,63.5,1016.9,,1,0
,79.5,1022.8499999999999,,1,0
3.1,82.5,1029.85,6.0,0,0
,,,,0,0
,75.0,,7.0,0,0
,78.0,1018.75,,0,0
,53.0,,0.0,0,0
,52.5,1014.75,,0,0
,57.5,,5.0,0,0
,27.0,1010.2,0.5,0,0
,84.5,1006.8,,1,1
7.7,74.5,1009.2,6.5,0,1
,,,,1,0
,65.5,1014.8,,0,0
,63.5,1010.95,,0,0
,64.0,1019.45,,0,0
,76.0,1023.15,,0,0
9.5,49.5,1012.05,1.0,0,0
,41.0,1015.65,,0,0
,74.0,1013.9000000000001,6.5,0,1
,52.5,1020.8,,0,0
,43.5,1014.25,5.5,0,0
,36.5,,1.0,0,0
,80.0,1022.5,,0,0
0.0,78.5,1004.8,8.0,0,1
6.4,75.5,1002.75,6.0,1,1
,73.0,1006.1500000000001,,1,0
7.8,64.5,1024.25,6.5,0,0
9.4,58.0,1018.0,2.0,0,0
,55.5,1017.8,,0,0
6.5,39.5,1013.25,5.0,0,0
,58.0,1014.8499999999999,,0,0
4.9,74.0,1015.0,6.0,1,1
,77.5,1015.5,,1,0
,50.5,1015.75,,0,0
,48.0,1021.5999999999999,,0,0
1.9,61.5,1009.75,6.5,0,0
,84.5,1002.1500000000001,,0,1
,33.0,1012.5999999999999,6.5,0,0
,25.0,1016.8499999999999,0.0,0,0
10.6,38.5,1020.5999999999999,2.5,0,0
,73.5,,8.0,0,0
,56.5,1009.0,3.5,0,0
,43.0,1012.55,,0,0
,34.0,1003.05,,0,0
,64.5,1010.85,,0,0
,61.0,,,1,0
,50.5,1029.9499999999998,,0,0
,70.5,1025.0500000000002,,0,0
2.9,74.0,1005.4,7.5,0,1
3.1,82.0,1006.6500000000001,7.0,1,1
,52.0,1015.65,3.5,0,0
,51.0,1011.3,,0,0
,55.0,1018.95,,0,0
4.2,72.5,1018.3,5.5,1,0
,59.0,1023.7,,1,0
,,,,0,0
,67.0,1017.1,,0,0
,75.0,1018.1,,1,0
,51.0,1012.25,,0,0
6.5,60.0,1018.0,5.0,0,0
,84.0,1007.4000000000001,8.0,0,1
,70.5,1007.2,,0,0
,47.0,1012.55,,0,0
,42.0,1014.8,,0,0
,68.5,1022.5,,0,0
,66.0,1024.45,,1,0
,64.5,1020.8499999999999,,0,0
,44.0,1008.1,4.5,0,0
,61.0,1011.0,7.0,0,0
,67.5,1010.65,,0,0
,28.5,1010.0999999999999,2.5,0,0
,65.5,1023.85,5.0,0,0
0.2,63.5,1019.45,8.0,0,0
,65.5,1022.65,5.0,0,0
,87.0,1017.75,,1,1
11.4,24.5,1014.9,0.5,0,0
,69.5,1015.5999999999999,,0,0
,39.5,1023.3,,0,0
7.1,81.5,1019.55,5.5,0,0
,39.0,1013.6,2.5,0,0
,72.0,,1.5,0,0
9.3,39.5,1020.9000000000001,2.0,0,0
,74.5,1017.65,4.0,0,0
9.2,75.5,1006.05,1.0,1,0
,24.0,1022.1,0.0,0,0
,55.0,1012.2,,0,0
,73.0,1019.95,6.5,0,0
,44.5,1026.25,0.0,0,0
,56.0,1021.45,,0,0
,43.5,1021.65,1.0,0,0
,21.5,1011.0,2.5,0,0
6.5,42.0,1019.45,3.5,0,0
,73.0,1027.2,,0,0
10.4,45.0,1020.05,2.0,0,0
,49.0,1015.1,3.5,0,0
,45.0,,,0,0
,74.0,1021.15,6.5,0,0
13.2,36.0,1013.45,0.5,0,0
,55.5,1011.1500000000001,,0,0
6.6,68.5,1017.2,6.0,0,0
,60.5,1012.25,,0,0
10.3,61.0,1017.25,4.0,0,0
6.4,53.5,1021.05,7.0,0,0
,42.5,1006.35,,0,0
,63.5,1021.05,,0,0
,66.0,1011.2,,0,0
,17.5,1015.5999999999999,0.0,0,0
9.2,56.5,1023.4000000000001,2.5,0,0
,40.5,1013.45,,0,0
6.9,49.5,1020.4,6.5,0,0
,48.0,,0.5,0,0
,57.5,1008.5999999999999,,0,0
12.6,75.0,1018.4000000000001,5.0,0,0
9.7,60.5,1026.8,1.0,0,0
,85.5,1018.75,,0,1
9.1,72.0,1014.45,5.0,0,0
,58.0,1014.35,,1,0
,68.0,1006.1,,0,0
,37.0,1021.0,1.0,0,0
3.9,61.0,1027.2,7.0,1,0
,63.0,,,0,0
,50.5,1013.2,1.5,0,0
,70.5,1014.5,,1,0
5.7,70.0,1026.9,6.0,1,0
,57.0,,3.5,0,0
,78.5,1015.6500000000001,,1,0
,52.0,1016.4,,0,0
,73.0,1022.4,8.0,1,0
,76.5,1014.85,,1,0
,35.5,1009.1,1.5,1,0
,44.0,1018.1,,0,0
,66.0,1020.8499999999999,,0,0
,62.5,,6.0,0,0
,,,,0,0
